"MembershipID","tIncludeInCurrentMailing","tFRPCanadaMember","tFRPJointMembership","tNewFRPCanadaMember","tNewFRPBCMember","tJoinDate","tFRP-BC(Provincial)","tFRP-BC-FRP-Canada-ADD","tJointMembership(National)","tEndowmentDonation","tTOTAL","tFederalCharitableRegistrationNo","tAgencyName","tAgencyAddress1","tAgencyAddress2","tAgencyProv","tAgencyCity","tAgencyPC","tAgencyPhone","tAgencyFax","tAgencyWebsite","tAgencyDirector","tAgencyContactTitle","tAgencyDirectorPhone","tAgencyDirectorExt","tAgencyDirectorEmail","tAgencyEmail","tAboriginal","tNewtoCanada","tMemberName","tMainProgramContact","tMainContactTitle","tMainContactPhone","tMainContactEmail","tProgramLink","bMember","tNumber","tPolicySurvey","tRegion","tSubRegion","tPopulation","bSameAsAgency","tMemberAddress1","tMemberAddress2","tMemberCity","tMemberProv","tMemberPC","tMemberPhone","tMemberFax","bMailingSameAs","tMailingAddress1","tMailingAddress2","tMailingCity","tMailingProv","tMailingPC","tCommunity","b2007Questionnaire","tCoordinator","tProgramContactTitle","tCoordinatorPhone","tCoordinatorExt","tCoordinatorEmail","tAdditionalContactName","tAdditionalContactTitle","tAdditionalContactExt","tAdditionalContactEmail","tPSPProgressNotes","tPSPEmailContactDate","tPSPPhone1Date","tPSPPhone2Date","tPSPPhone3Date","tPSPPhone4Date","tPSPSelfAssessmentComplete","tPSPPresentation","tPSPPresentationDate","tAccredited","tPSPImplementationComplete","tPSPImplementationDate","tPSPCommitted","tPSPNotCommitted","nBoosterSeatsRequested","nBoosters Delivered","Booster Seats 2008","Booster Seat Total","bFRP","tOther","tUrbanRural","SchoolDistID","tDaysOpenPerWeek","tHoursOpenPerWeek","tServiceType","tPercentageFundingNotMCFD","bMCFDFunding","tGaming","cMCFDAmount","tSuccessBy6","tUnitedWay","tCAP-C","tVancouverFoundation","tMakeChildrenFirst","tIDP","tAboriginalIDP","tMinistryEducation","tPartnerOrganizations","tCommunityInvestments","tFundraising/Donations","tOtherFundingSources","tTotalAnnualFunding","tProgramExpenseTotal","tInKindFunds","tProgrammingDeficit","tFundingAmountForStrongStart","t2003EnhancementGrantAppliedFor","t2003DevelopmentRequest","t2003EnhancementGrantRequest","t2003EnhancementGrantAwarded","t2003IntentionsFor-EG-Funding","t2003EG-Comments","tCapacityGrantRequest","tCapacityGrantApplicationSentOut","tGrantApplicationReceived","tStreamOne","tStreamTwo","tCG-CriteriaMet","tCapacityGrantAmountAwarded","tIntentionsForCapacityGrantFunding","tComments-CapacityGrants","tApplicationNumber","nMembershipType","dRenewal","dUpdate","tReceiptNo","cSatelliteFunding","t2009StatusNotes","tMembershipNotes","tParentChildInteractiveDrop-in","tCounsellingServices","tSupportiveCounselling","tClothingExchange","tPregnancyOutreachProgram","tCommunityKitchenAndNutritionEducation","tDadsDrop-in","tWell-babyClinicsAndHealthScreening","tRespiteChildMinding","tCommunityActivities-DinnersAndFieldTrips","tSpecialNeeds","tCreativePlay-CraftsAndPainting","tAgeAppropriateToys-stations","tNobody'sPerfect","tTriplePParenting","tChildDevelopmentActivities-CircleTime","tEarlyChildhoodIntervention","tLanguageDevelopment","tEarlyLiteracyPrograms","tAboriginalMotherGooseProgram","tYoungParents Program","tParentChildMotherGoose","tWorkshopsAndCourses","tESLForParent/Caregiver","tParentSupportGroups","tPrenatalPrograms","tToyLendingLibrary","tHomeVisiting","tKindergartenReadiness","tFamilyPreservation","tChildCareServices","tEmploymentAndHousing","tDisabilityRelatedServices","nSchoolDistrictID","tPartnership01","tPartnership02","tPartnership03","tPartnership04","tPartnership05","tPartnership06","tPartnership07","tPartnership08","tPartnership09","tPartnership10","tPartnership11","tPartnership12","tDSA2005NominationReceived","tDSA2005AwardWinner","tDSA2006NominationReceived","tDSA2006AwardWinner","tDSA2007NominationReceived","tDSA2007AwardWinner","tDSA2008Applied","tDSA2008AwardWinner","tDSA2008AwardAppliedFor","tDSA2007AwardAppliedFor","tCAPC Program"
104,0,1,1,0,0,"2002",,,"100.0000",,"100.0000",,"Richmond Family Place Society","8660 Ash St",,"BC","Richmond","V6Y 2S3","6042784336","6042784433","www.richmondfamilyplace.ca#http://www.richmondfamilyplace.ca#","Kim Winchell","Executive Director","6042784336",114,"kimwinchell@richmondfamilyplace.ca","richmondfamilyplace@telus.net","2","40","Richmond Family Place","Kim Winchell","Executive Director","(604) 278-4336","kimwinchell@richmondfamilyplace.ca",,1,"061",1,"Vancouver Coastal",,"174,461",1,"8660 Ash St",,"Richmond","BC","V6Y 2S3","6042784336","6042784433",1,"8660 Ash St",,"Richmond","BC","V6Y 2S3","Richmond",0,"Janice Lambert","Program Manager","6042784336","116","janice@richmondfamilyplace.ca",,"Office Coordinator","111",,,,,,,,0,0,,0,0,,1,0,20,"30","10","40",1,,"Urban",,,,"Stand Alone","83",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1349074800000,1320130800000,"975",,,"Moving to DeBeck House by Dec 31/07.  They have al",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
105,0,1,1,0,0,"2002",,,"100.0000",,"100.0000",,"Saanich Neighbourhood Place","3100 Tillicum Road",,"BC","Victoria","V9A 6T2","2503601148","2503812433","www.saanichneighbourhoodplace.com#http://www.saanichneighbourhoodplace.com#","Colleen Hobson","Executive Director","2503601148",107,"colleen@snplace.org","sn-place@telus.net","5","10","Saanich Parent & Tot Drop-in","Colleen Hobson","Executive Director","(250) 360-1148","colleen@snplace.org",,1,"113",1,"Vancouver Island",,"78,057",1,"3100 Tillicum Road",,"Victoria","BC","V9A 6T2","2503601148","2503812433",1,"3100 Tillicum Road",,"Victoria","BC","V9A 6T2","Victoria",0,"Corinne Bains","Coordinator","2503601148","101","corinne@snplace.org",,,,,,,,,,,0,0,,0,0,,0,1,,,"5","5",1,,"Urban",,,,"Multi-service","62",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,1,1364799600000,1331535600000,"006",,"Paid Membership Dues to FRP Canada","Administrative and Program Assistant: Brianna Hals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
106,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","13095 5461 RR0001","Salmo Community Resource Society","311 Railway Avenue","Box 39","BC","Salmo","V0G 1Z0","2503572277","2503572385","www.scrs.ca#http://www.scrs.ca#","Maureen Berk","Executive Director","2503572277",,"maureen@scrs.ca","info@scrs.ca",,,"Salmo Parent & Tot Drop-in","Maureen Berk","Executive Director","(250) 357-2277","maureen@scrs.ca","www.scrs.ca/family_resource.htm#http://www.scrs.ca/family_resource.htm#",1,"027",1,"Interior",,"1,129",1,"311 Railway Avenue","Box 39","Salmo","BC","V0G 1Z0","2503572277","2503572385",0,"Box 39",,"Salmo","BC","V0G 1Z0","Salmo",0,"Joyce Rhodda","Facilitator","2503572277","205","joyce@scrs.ca",,,,,"Doing worksheet.  Will roll into COA Accreditation","March 2009","March 2009","April 2009",,,0,0,,1,0,,1,0,,,,,1,,"Ultra Rural",,"1","1.5","Multi-service","65",0,,,,,,,,,,,,,,,,"12880.0000","2880.0000","10000.0000",,1,,,"9500.0000",,,"10000.0000",1232006400000,1235721600000,0,1,1,"10000.0000","Replace old flooring in both the Family Resource C","Programs offered at Salmo Community Resource Socie","Interior - 10",2,1364799600000,1331107200000,"013",,"Paid Membership Dues to FRP-BC","Their dropin only operates 1 day per week for 3 hours.  They are CAPC funded and would love to deliver the drop-in (FRP) more days but do not have enough funding.",1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8,"Salmo Valley Youth and Community Centre","Community Action Program for Children (CAPC)","Columbia Basin Alliance for Literacy in Salmo",,,,,,,,,,0,0,0,0,0,0,0,0,,,1
107,0,0,0,1,0,"2002","60.0000",,,,"60.0000","BN 10795 1220 RR 0001","Salt Spring Island and Southern Gulf Islands Community Services Society","268 Fulford Ganges Road",,"BC","Salt Spring Island","V8K 2K6","2505379971","2505379974","www.saltspringcommunityservices.ca#http://www.saltspringcommunityservices.ca#","Rob Grant","Executive Director","2505379971",222,"rgrant@ssics.ca","familyplace@ssics.ca","15","5","Salt Spring Island Family Place","Joanne Van Pelt","Director Child & Youth Services and Community Living Services","(250) 537-9176","Jvanpelt@ssics.ca",,1,"019",0,"Vancouver Island","Gulf Islands","10,000",0,"120 Park Drive",,"Salt Spring Island","BC","V8K 2R7","2505379176","2505379974",0,"268 Fulford Ganges Road",,"Salt Spring Island","BC","V8K 2K6","Salt Spring Island",0,"Johanna Stiver","Family Place Coordinator","2505379176",,"familyplace@ssics.ca","Joanne Van Pelt","Director Child & Youth Services and Community Living Services",,"Jvanpelt@ssics.ca",,,,,,,0,0,,1,0,,1,0,10,"10","10","10",1,,"Rural",,,,"Multi-service","85",0,,,,,,,,,,,,,,,,"22865.0000","0.0000","22865.0000",,1,,,"10000.0000",,,"20000.0000",1210921200000,1214204400000,1,0,1,"20000.0000","Stream One ($20 K)          FULFORD HARBOUR Satell","Applying for $20 K Grant to enhance service delive","VI-9",1,1364799600000,1338879600000,"63",,"Paid Membership Dues to FRP-BC","Joanne Vanpelt - director of Youth Services


Johanna Stiver
Program Coordinator
Family Place
Salt Spring Island Community Services
(250)537-9176

Was not an ""original"" FRP Canada member prior to the Joint Offer.  Said yes to the Joint Membership due to the fact that they received a Capacity Grant.

Now, they have not renewed as a Joint Member",1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,64,"School District 64","Pender island Child Care Society","The Barn at Stowell Lake Farm","Galiano Playgroup Society","Mayne Island School",,,,,,,,0,0,0,0,0,0,0,0,,,1
108,0,1,1,1,0,"2002",,,"100.0000",,"100.0000","1196161107RR0001","Sea to Sky Community Services","38144 Second Avenue","Box 949","BC","Squamish","V8B 0A7","6048925796","6048922267","www.communityservices.bc.ca#http://www.communityservices.bc.ca#","Lois Wynne","Executive Director","6048946101",222,"lois.wynne@sscs.ca","admin@sscs.ca","10","5","Squamish Parent & Tot Drop-in","Suzie Soman","Executive Director","(604) 892-5796","suzie.soman@sscs.ca",,1,"194",0,"Vancouver Coastal",,"16,199",1,"38144 Second Avenue","Box 949","Squamish","BC","V8B 0A7","6048925796","6048922267",0,"Box 949",,"Squamish","BC","V8B 0A7","Squamish",0,"Suzie Soman","Program Coordinator","6048925796","239","suzie.soman@sscs.ca",,,,,,,,,,,0,0,,1,0,,1,0,60,"25","20","45",1,,"Rural",,,,"Multi-service","85.6",0,,,,,,,,,,,,,,,,"25400.0000","15400.0000","10000.0000",,1,,,"10000.0000",,,"10000.0000",1238482800000,1242111600000,0,1,1,"2000.0000","To improve physical space, design and creative pla","Although this application is only for Sea to Sky's","VC -11",1,1372662000000,1346223600000,"108",,,,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,48,"Vancouver Coastal Health","CCRR","School District 48",,,,,,,,,,0,0,0,0,0,0,0,0,,,1
109,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","13397 4949 RR0001","Semiahmoo Family Place Association","16824 - 32nd Avenue",,"BC","Surrey","V3S 0L5","6045413261","6045413269","www.semiahmoofamilyplace.com#http://www.semiahmoofamilyplace.com#","Laurel Tien","Executive Director","7788814122",,"ed@semiahmoofamilyplace.com","info@semiahmoofamilyplace.com","5","10","Semiahmoo Family Place","Laurel Tien","Executive Director","(778) 881-4122","ed@semiahmoofamilyplace.com",,1,"160",0,"Fraser Valley",,"18,755",1,"16824 - 32nd Avenue",,"Surrey","BC","V3S 0L5","6045413261","6045413269",1,"16824 - 32nd Avenue",,"Surrey","BC","V3S 0L5","Surrey-White Rock",0,"Laurel Tien","Executive Director","7788814122",,"ed@semiahmoofamilyplace.com",,,,,"Working on assessment worksheets.  Contact again in summer","March 2009","March 2009",,,,0,0,,0,0,,1,0,1,"15","10","25",1,"FRP","Rural",,,,"Stand Alone","15.5",0,,,,,,,,,,,,,,,,"22167.0000","2167.0000","20000.0000",,1,,,"10000.0000",,,"20000.0000",1238482800000,1242111600000,1,0,1,"10000.0000","To run Mother Goose and a ""Man In The Moon"" progra","I have asked for audited financials - will follow ","FV - 7",1,1364799600000,1331107200000,"016",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
110,0,1,1,0,0,"2002",,,"100.0000",,"100.0000","1188 75798 RR0001","SHARE Family & Community Services Society","200 - 25 King Edward Street",,"BC","Coquitlam","V3K 4S8","6045409161","6045402290","www.sharesociety.ca#http://www.sharesociety.ca#","Martin Wyant","CEO","6045295126",,"martin.wyant@sharesociety.ca",,"0",,"SHARE - Clarke Street Family Resource Centre","Sheila McFadzean","Supervisor - Community Development","(604) 937-6974","sheila.mcfadzean@sharesociety.ca",,1,"125",0,"Vancouver Coastal","Tri-City","27,512",0,"2615 Clarke Street",,"Port Moody","BC","V3H 1Z4","6049376974","6049363955",1,"2615 Clarke Street",,"Port Moody","BC","V3H 1Z4","Port Moody",0,"Sheila McFadzean","Supervisor - Community Development","6049376974",,"sheila.mcfadzean@sharesociety.ca","Lynda Edmonds","Director of Programs and Services",,"lynda.edmonds@sharesociety.ca","Will be working on this over the summer.  Will be rolling into CARF accreditation.","March 2009","April 2009",,,,0,0,,1,0,,1,0,15,"24","5","29",1,,"Urban",,,,"Multi-service",,0,,,,,,,,,,,,,,,,"53480.0000","39300.0000","14180.0000",,1,,,"10000.0000",,,"14180.0000",1238482800000,1242111600000,1,0,1,"14180.0000","To fund additional Mother Goose and Nobody's Perfe","Note: The YMCA - Tri-Cities CCRR is also partnerin","FV - 2",1,1364799600000,1334041200000,"Winner-DSA",,"Paid Membership Dues to FRP Canada","(Millside Elementary, Mountainview Elementary & Se",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
112,1,0,0,0,0,"2002","60.0000",,,,"60.0000",,"South Burnaby Neighbourhood House","4845 Imperial Street",,"BC","Burnaby","V5J 1C5","6044310400","6044319499","www.sbnh.ca#http://www.sbnh.ca#","Antonia Beck","Executive Director","6044310400",,"abeck@sbnh.ca","info@sbnh.ca","1","70","South Burnaby Family Place","Maheen Khorram","Family Resource Program Mgr.","(604) 431-0400","maheen@sbnh.ca",,1,"124",1,"Vancouver Coastal",,"202,799",1,"4845 Imperial Street",,"Burnaby","BC","V5J 1C5","6044310400","6044319499",1,"4845 Imperial Street",,"Burnaby","BC","V5J 1C5","Burnaby",0,"Maheen Khorram","Family Resource Program Mgr","6044310400",,"maheen@sbnh.ca","Kimberley Barwich","Program Director",,"kimb@sbnh.ca"," Two emails sent and a phone follow up - no contact","March & April","May 2009",,,,0,0,,0,0,,1,0,10,"8","10","18",1,,"Urban",,,,"Multi-service","48",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1364799600000,1331535600000,"992",,,"Antonia Beck attended",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,41,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
113,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","11928 1863 RR0001","South Vancouver Family Place Society","7710 Nanaimo St.",,"BC","Vancouver","V5P 4Y2","6043255213","6043259399","www.southvancouverfamilyplace.org#http://www.southvancouverfamilyplace.org#","Sharon Babu","Executive Director","6043255213",,"fampla@telus.net","svfp@telus.net",".5","50","South Vancouver Family Place","Sharon Babu","Executive Director","(604) 325-5213","fampla@telus.net",,1,"013",1,"Vancouver Coastal",,"578,041",1,"7710 Nanaimo St.",,"Vancouver","BC","V5P 4Y2","6043255213","6043259399",1,"7710 Nanaimo St.",,"Vancouver","BC","V5P 4Y2","Vancouver",0,"Sharon Babu",,"6043255213",,"fampla@telus.net",,,,,,,,,,,1,0,,0,1,1253516400000,1,0,30,"33","10","43",1,,"Urban",,,,"Stand Alone","85",0,,,,,,,,,,,,,,,,"157650.0000","137650.0000","20000.0000",,1,,,"10000.0000",,,"20000.0000",1238482800000,1242111600000,1,0,1,"19000.0000","Three of the five Family Places identified as the ","Excellent reflection of collaborative partnership.","VC - 4",1,1364799600000,1331535600000,"982",,"Paid Membership Dues to FRP Canada",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
114,0,0,1,1,0,"2006",,,"100.0000",,"100.0000",,"St. Leonard's Youth and Family Services","204 - 3993 Henning Drive",,"BC","Burnaby","V5C 6P7","6042986245","6045241510","www.stleo.ca#http://www.stleo.ca#",,,"6042986245",,,"info@stleo.ca","40",,"S.M.I.L.E Drop-in","Doris Trainer",,"(604) 298-6245","doris@stleo.ca","#http://www.stleo.ca/programsmile.html#",1,"087",0,"Vancouver Coastal",,"202,799",0,"7181 Arcola Way",,"Burnaby","BC","V5E 0A6","6042986245",,0,"204 - 3993 Henning Drive",,"Burnaby","BC","V5C 6P7","Burnaby",1,"Doris Trainer",,"6045241511","225","doris@stleo.ca","Kim Gale-Gotowiec",,,,"They are working on the worksheets. Kim Gale-Gotowiec responded to emails and calls by stating that they are not in a position to be taking this on at this time.  Stated they ""decided not to do the Standards"".","March & May","May 2009","August 2009",,,0,0,,1,0,,0,1,,,,,1,"Young Parents","Urban",,,,"Multi-service",,1,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,1,1317452400000,1287471600000,"817",,,"SMILE program is by MCFD referral only.  Not open access.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
115,0,0,1,1,0,"2002",,,"100.0000",,"100.0000",,"Upper Island Women of Native Ancestry Society","1509 Cliffe Avenue","PO Box 3316","BC","Courtenay","V9N 5N5","2503349591","2503389515",,"Pauline Weaver","President","2503349591",,"drmweaver2010@hotmail.com","uiwona@telus.net","100","0","Busy Bear Family Drop-in","Fernanda Pare","Program Coordinator","(250) 334-9595","uiwona@telus.net",,1,"108",0,"Vancouver Island",,"20,000",1,"1509 Cliffe Avenue","PO Box 3316","Courtenay","BC","V9N 5N5","2503349591","2503389515",1,"1509 Cliffe Avenue","PO Box 3316","Courtenay","BC","V9N 5N5","Courtenay",0,"Fernanda Pare","Program Coordinator","2503349595",,"uiwona@telus.net","Rachelle Naswell","Office Manager",,,,,,,,,0,0,,0,0,,0,1,10,"10","5","15",1,,"Rural",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,2,1333263600000,1299571200000,"876",,"Sent renewal note via email","RENEWED

Sent renewal email: May 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
116,0,0,1,0,0,"2002",,,"100.0000",,"100.0000",,"Sunshine Coast Community Services Society","5638 Inlet Ave","Box 1069","BC","Sechelt","V0N 3A0","6048855881","6048859493","www.sccss.ca#http://www.sccss.ca#","Vicki Dobbyn","Executive Director","6048855881",224,"vickidobbyn@dccnet.com","community_services@sunshine.net",,,"Gibson's Parent-Tot Drop-in","Vicki Dobbyn",,"(604) 885-5881","vickidobbyn@dccnet.com","www.sccss.ca/earlychilddevelop.html#http://www.sccss.ca/earlychilddevelop.html#",1,"132",1,"Vancouver Coastal","Sunshine Coast","8,488",0,"700 Park Road",,"Gibson's","BC","V0N 1V0","6048855881","6048859493",0,"5638 Inlet Ave","Box 1069","Sechelt","BC","V0N 3A0","Sechelt",0,"Patrice Pollack","ECD Program Director","6048855881","225","patrice@dccnet.com",,,,,,,,,,,1,0,,1,1,1259654400000,1,0,,,"5","5",1,,"Rural",,,,"Multi-service","66",0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,,,0,0,0,,,,,1,1372662000000,1345186800000,"104",,"Renewal note sent - no payment received yet.  Will call to follow up.","Sent renewal email: May 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,1
117,0,0,0,0,0,"2002","60.0000",,,,"60.0000",,"Tansi Friendship Centre Society","5301 South Access Road","Box 418","BC","Chetwynd","V0C 1J0","2507882996","2507882353","www.bcaafc.com#http://www.bcaafc.com#","Cheryl Martens","Director","2507882996",,"cmartens@persona.ca",,"100","0","Kici-Awasimsak Child/Family Development Centre","Leatha Dowd","Coordinator","(250) 788-2882","ldowd@persona.ca",,1,"104",0,"Northern",,"2,866",1,"5301 South Access Road","Box 418","Chetwynd","BC","V0C 1J0","2507882882","2507882353",1,"5301 South Access Road","Box 418","Chetwynd","BC","V0C 1J0","Chetwynd",0,"Leatha Dowd","Coordinator","2507882882",,"ldowd@persona.ca",,,,,,,,,,,0,0,,0,0,,0,1,1,"10","5","15",1,,"Ultra Rural",,,,"Multi-service",,0,,,,,,,,,,,,,,,,,,,,1,,,"10000.0000",,,,1210921200000,,0,0,0,,,,,2,1341126000000,1314082800000,"961",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
118,0,1,1,0,0,"2002",,,"100.0000",,"100.0000","11921-0623-RR0001","Terrace Women's Resource Centre Society","4553 Park Avenue",,"BC","Terrace","V8G 1V3","2506381863","2506381873",,"Ann Peltier","Executive Director","2506381863",,"apeltier@telus.net","twrc@telus.net","10","10","Terrace Family Place","Ann Peltier","Executive Director","(250) 638-1863","apeltier@telus.net",,1,"041",1,"Northern",,"12,660",1,"4553 Park Avenue",,"Terrace","BC","V8G 1V3","2506381863","2506381873",1,"4553 Park Avenue",,"Terrace","BC","V8G 1V3","Terrace",0,"Tara Salavich","Program Coordinator","2506381863",,"skeena.ccrr@telus.net",,,,,"Requested sample policies.  Not sure if they will be implementing the Standards.
Contact again in October.",,,,,,0,0,,0,0,,0,1,10,"10","10","20",1,,"Rural",,,,"Multi-service","0",0,,,,,,,,,,,,,,,,"16735.0000","6735.0000","10000.0000",,1,,,"20000.0000",,,"10000.0000",1210921200000,1214290800000,0,1,0,"10000.0000","To fund a Parenting Conference (networking opportu","Contacted Ann Peltier at The Family Place in Terra","N-16",2,1372662000000,1339743600000,"66",,"Last year they overpaid their FRP Canada membership.  Their membership with FRP Canada is paid through to 2010.","3091 Century Ave. Terrace, BC V8G 4A6, 250-6388128
Contact person : Brenda Sissons  250-638-1863",1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,82,"Terrace Public Library","Ksan House Society","Northern Health Authority","Nisga'a Infant Development Program","Skeena Child Care Resource & Referral","Make Children First","Success by 6",,,,,,0,0,0,0,0,0,0,0,,,0
119,0,0,1,1,0,"2007",,,"100.0000",,"100.0000",,"Trail Family and Individual Resource Centre Society","2079 Columbia Avenue",,"BC","Trail","V1R 1K7","2503642326","2503641255","www.trailfair.ca#http://www.trailfair.ca#","Gail Lavery","Executive Director","2503642326",224,"gaillavery@trailfair.ca","admin@trailfair.ca","0","13","Drop-in Playgroup","Susan McIntosh","Coordinator","(250) 364-2980","ccrr@trailfair.ca",,1,"117",0,"Interior",,"7,744",1,"2079 Columbia Avenue",,"Trail","BC","V1R 1K7","2503642326","2503641255",1,"2079 Columbia Avenue",,"Trail","BC","V1R 1K7","Trail",0,"Susan McIntosh","Coordinator","2503642980",,"ccrr@trailfair.ca",,,,,"Liaising with COA accreditor.  Also aligning with ","March & May","May 2009","June 2009",,,0,0,,1,0,,1,0,,,,,1,"Child Care","Ultra Rural",,,,"Multi-service","0",0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,,,,,1,1364799600000,1331535600000,"990",,"Paid Membership Dues to FRP-BC","Questionnaire has not yet been sent in.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
120,0,0,1,1,0,"2002",,,"100.0000",,"100.0000","1346 92649 RR0001","Tri-City Family Place Society","3435 Victoria Drive",,"BC","Coquitlam","V3B 2V6","6049450048","6049450048","www.tcfp.citysoup.ca#http://www.tcfp.citysoup.ca#","Christine Kinney Ludlow","Executive Director","6049424672",,"tcfp@telus.net","tcfp@telus.net",".02","22","Tri-City Family Place","Christine Kinney Ludlow","Executive Director","(604) 942-4672","tcfp@telus.net",,1,"012",1,"Vancouver Coastal","Tri-City","114,565",1,"2062 Manning Avenue",,"Port Coquitlam","BC","V3B 1L6","6049450048","6049450048",0,"3435 Victoria Drive",,"Coquitlam","BC","V3B 2V6","Coquitlam",1,"Allison Staton","Coordinator","6049450048",,"tcfp@telus.net",,,,,"Doing the worksheets.  Will work with other FRPs in region - bring to ECD table in fall.  
Call again in the fall. Nearly finished the worksheets.  Wrote new P&P and have board approval.  Advised to move forward with self assessment review sheet.","March 2009","March 2009","July 2009","October 2009",,1,0,,0,1,1257840000000,0,0,18,"18","10","28",1,,"Urban",,,,"Multi-service","68.21",1,,"25000.0000",,,,,,,,,,,,,,"18150.0000","0.0000","18150.0000",,1,,,"10000.0000",,,"18150.0000",1238482800000,1242111600000,1,0,1,"18150.0000","Capacity building for their satellite site in Mail","No In-Kind funding.  Their satellite site is also ","FV - 4",1,1364799600000,1338534000000,"59",,,"Updated via Q.  Funding from MCFD is $25,000 plus ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,0
